City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,Port Lincoln,-34.73,135.87,56.01,82,0,14.18,AU,1603113700
372,Pleasant Grove,40.36,-111.74,48.99,71,0,1.01,US,1603113466
373,Nelson Bay,-32.72,152.15,61.0,95,85,1.99,AU,1603113641
374,Peniche,39.36,-9.38,66.0,88,100,11.99,PT,1603113701
375,Boa Vista,2.82,-60.67,86.23,58,79,4.85,BR,1603113701
376,Nome,64.5,-165.41,37.0,97,100,1.01,US,1603113701
377,Kroya,-7.63,109.25,66.0,88,100,7.72,ID,1603113701
378,Gimli,50.63,-96.99,25.0,98,0,5.01,CA,1603113702
379,Marabu,4.41,114.01,78.46,79,100,4.07,MY,1603113702
380,San Felipe,10.34,-68.74,82.22,63,71,1.77,VE,1603113702
381,Innisfail,-17.53,146.03,70.9,84,0,3.58,AU,1603113437
382,Charters Towers,-20.1,146.27,71.35,60,43,8.97,AU,1603113703
383,Uglovskoye,51.36,80.19,38.39,68,38,9.17,RU,1603113703
384,Oistins,13.07,-59.53,82.49,73,72,6.29,BB,1603113703
385,Thanh Hoa,19.8,105.77,64.89,92,100,12.28,VN,1603113660
386,Camargo,27.67,-105.17,64.74,43,0,1.43,MX,1603113431
387,Kuching,1.55,110.33,77.81,90,99,1.36,MY,1603113704
388,Inuvik,68.35,-133.72,9.48,94,93,6.06,CA,1603113704
389,Yaguajay,22.33,-79.24,75.88,86,28,15.19,CU,1603113705
390,Presidencia Roque Sáenz Peña,-26.79,-60.44,88.2,47,0,10.2,AR,1603113705
391,Urumita,10.56,-73.01,79.34,70,92,1.79,CO,1603113705
392,Acapulco de Juárez,16.86,-99.89,78.76,72,16,3.13,MX,1603113706
393,Viedma,-40.81,-63.0,64.0,34,0,3.0,AR,1603113706
394,Havelock,34.88,-76.9,66.99,88,0,8.61,US,1603113431
395,Gushikawa,26.35,127.87,77.36,84,55,20.33,JP,1603113707
396,Saint Anthony,45.02,-93.22,30.0,69,100,1.01,US,1603113533
397,Three Hills,51.7,-113.27,19.0,46,95,8.55,CA,1603113707
398,Samarai,-10.62,150.67,79.43,88,51,7.49,PG,1603113708
399,Northam,51.03,-4.22,59.0,80,100,11.99,GB,1603113708
400,Carballo,43.21,-8.69,66.0,80,100,15.01,ES,1603113708
401,Rantepao,-2.97,119.9,68.83,91,100,1.34,ID,1603113708
402,Morón,-34.65,-58.62,77.0,75,100,1.01,AR,1603113567
403,Ahipara,-35.17,173.17,55.94,90,39,7.56,NZ,1603113709
404,Faanui,-16.48,-151.75,79.45,81,0,13.38,PF,1603113709
405,Morehead,37.27,-87.18,61.0,99,100,1.92,US,1603113709
406,Hermosillo,29.07,-110.97,75.0,28,0,7.0,MX,1603113710
407,City of San Pedro,14.35,121.02,82.99,85,100,1.01,PH,1603113710
408,Yantal',56.85,105.25,27.43,93,100,7.99,RU,1603113710
409,Garoowe,8.41,48.48,89.11,35,96,1.81,SO,1603113711
410,Yulara,-25.24,130.99,71.96,71,53,16.71,AU,1603113711
411,Mabai,23.01,104.45,50.7,97,100,3.74,CN,1603113527
412,Santa Paula,34.35,-119.06,60.01,93,0,1.01,US,1603113712
413,Ocampo,21.65,-101.5,49.98,87,100,4.21,MX,1603113712
414,Mayumba,-3.43,10.66,79.16,85,78,12.88,GA,1603113713
415,Eureka,40.8,-124.16,54.0,96,29,1.99,US,1603113713
416,Tadine,-21.55,167.88,71.78,80,25,15.3,NC,1603113713
417,Baruun-Urt,46.68,113.28,45.64,45,99,14.05,MN,1603113713
418,Reconquista,-29.15,-59.65,86.68,53,0,12.46,AR,1603113611
419,Verāval,20.9,70.37,84.09,74,1,6.93,IN,1603113714
420,Strelka,58.07,93.03,29.41,92,100,10.4,RU,1603113714
421,Maun,-19.98,23.42,102.87,9,0,10.38,BW,1603113715
422,Zhangaözen,43.3,52.8,70.74,20,0,8.52,KZ,1603113715
423,Capul,12.42,124.18,80.01,85,100,3.71,PH,1603113715
424,Paamiut,61.99,-49.67,39.69,82,88,11.16,GL,1603113667
425,Tateyama,34.98,139.87,55.99,92,100,11.79,JP,1603113716
426,Marabba,12.35,32.18,95.72,29,4,5.23,SD,1603113716
427,Verkhnyaya Toyma,62.23,45.0,35.33,95,100,7.27,RU,1603113716
428,Derzhavīnsk,51.1,66.32,53.62,58,0,10.74,KZ,1603113717
429,Salta,-24.79,-65.41,85.87,29,0,3.33,AR,1603113717
430,Fichē,9.8,38.73,63.36,49,16,4.97,ET,1603113717
431,Atasū,48.68,71.64,47.35,43,0,3.27,KZ,1603113718
432,Along,28.17,94.77,69.78,86,1,0.29,IN,1603113718
433,Bowling Green,36.99,-86.44,63.0,89,100,1.01,US,1603113718
434,Ocós,14.51,-92.19,66.0,99,100,4.43,GT,1603113718
435,Sioux Lookout,50.1,-91.92,24.35,92,27,5.88,CA,1603113718
436,Winslow,35.02,-110.7,53.42,38,0,4.47,US,1603113522
437,Lerwick,60.15,-1.15,46.4,89,100,27.16,GB,1603113719
438,Bānki,20.38,85.53,80.06,83,80,5.48,IN,1603113719
439,The Pas,53.83,-101.25,19.6,97,38,5.86,CA,1603113720
440,Kumluca,36.37,30.29,78.42,61,90,8.95,TR,1603113720
441,Luang Prabang,19.89,102.13,67.14,87,100,2.48,LA,1603113435
442,Ubinskoye,55.31,79.68,35.44,80,100,17.29,RU,1603113720
443,Luanda,-8.84,13.23,79.0,75,17,12.06,AO,1603113721
444,Dossor,47.53,52.98,70.16,20,0,6.62,KZ,1603113721
445,Orlik,52.52,99.83,21.96,83,100,4.21,RU,1603113721
446,Lagoa,39.05,-27.98,63.39,71,100,30.51,PT,1603113722
447,Salalah,17.02,54.09,87.85,32,28,7.85,OM,1603113722
448,Flin Flon,54.77,-101.86,19.29,97,0,4.36,CA,1603113685
449,Nizhniy Tsasuchey,50.52,115.13,42.13,61,88,7.9,RU,1603113722
450,Nizhnevartovsk,60.93,76.55,32.31,98,100,14.07,RU,1603113722
451,Payo,-3.75,103.64,75.25,91,100,2.8,ID,1603113723
452,Tamandaré,-8.76,-35.1,81.73,61,40,10.27,BR,1603113723
453,Porto Santo,33.07,-16.34,69.58,73,100,3.74,PT,1603113723
454,Dudinka,69.41,86.18,3.33,95,96,7.23,RU,1603113723
455,Tchibanga,-2.85,11.03,81.73,78,92,8.23,GA,1603113724
456,Bonnyville,54.27,-110.73,13.12,86,0,4.99,CA,1603113724
457,Vila,42.03,-8.16,61.0,81,100,5.01,PT,1603113725
458,Xixiang,35.16,112.86,63.0,99,26,3.94,CN,1603113725
459,Puerto Baquerizo Moreno,-0.9,-89.6,69.13,87,100,13.71,EC,1603113725
460,San Alberto,7.76,-73.39,75.72,83,100,1.41,CO,1603113725
461,Husavik,66.04,-17.34,38.52,76,93,2.08,IS,1603113607
462,Ust-Maya,60.42,134.53,15.44,96,65,3.58,RU,1603113726
463,Jaru,-10.44,-62.47,84.87,59,100,6.17,BR,1603113726
464,Vardø,70.37,31.11,41.29,72,100,14.9,NO,1603113726
465,Yenagoa,4.92,6.26,85.03,73,100,5.44,NG,1603113727
466,Manicoré,-5.81,-61.3,77.11,93,100,2.8,BR,1603113727
467,Grand Island,40.92,-98.34,35.01,79,100,1.01,US,1603113727
468,Merauke,-8.47,140.33,79.5,85,100,11.1,ID,1603113727
469,Kuybyshevo,47.81,38.91,59.88,45,100,5.35,RU,1603113727
470,Tura,25.52,90.22,74.25,93,0,1.88,IN,1603113728
471,Krasnoborsk,61.56,45.93,36.61,94,100,8.84,RU,1603113728
472,Bengkulu,-3.8,102.27,78.46,84,100,4.94,ID,1603113728
473,Monywa,22.12,95.13,81.05,78,93,4.29,MM,1603113728
474,Grand Gaube,-20.01,57.66,78.01,62,0,10.0,MU,1603113729
475,Faridabad,28.43,77.32,87.58,13,0,6.91,IN,1603113729
476,Kiryat Gat,31.61,34.76,84.99,59,0,14.38,IL,1603113600
477,Haverfordwest,51.8,-4.97,57.0,67,100,11.99,GB,1603113729
478,Fairbanks,64.84,-147.72,17.01,81,100,1.1,US,1603113473
479,Ankang,32.68,109.02,55.99,26,100,2.39,CN,1603113730
480,Taoudenni,22.68,-3.98,96.93,10,0,7.11,ML,1603113730
481,Chapais,49.78,-74.85,31.69,97,82,7.43,CA,1603113731
482,Zavetnoye,47.12,43.89,68.11,54,96,4.79,RU,1603113731
483,Wau,7.7,28.0,87.1,55,26,6.8,SS,1603113731
484,Qui Nhon,13.77,109.23,78.6,86,40,6.98,VN,1603113732
485,Pizarro,4.95,-77.37,76.55,92,100,11.34,CO,1603113472
486,Nushki,29.55,66.02,57.67,28,0,2.71,PK,1603113732
487,Karratha,-20.74,116.85,70.57,84,0,16.24,AU,1603113732
488,Nkhata Bay,-11.61,34.29,85.24,43,0,5.37,MW,1603113732
489,Sydney,-33.87,151.21,64.0,79,96,3.0,AU,1603113733
490,Huanren,41.26,125.37,48.09,78,0,3.96,CN,1603113733
491,Alabaster,33.24,-86.82,63.0,93,14,6.13,US,1603113733
492,Constitución,-35.33,-72.42,55.51,54,0,6.76,CL,1603113733
493,Okhansk,57.72,55.39,42.1,72,100,8.23,RU,1603113734
494,Panabá,21.28,-88.27,77.86,90,0,7.56,MX,1603113670
495,Aykhal,66.0,111.5,14.85,95,100,5.99,RU,1603113734
496,Shimoda,34.67,138.95,50.0,93,100,14.2,JP,1603113734
497,Kwinana,-32.25,115.77,68.0,78,0,8.99,AU,1603113735
498,Rocha,-34.48,-54.33,78.28,65,7,7.78,UY,1603113735
499,Tabou,4.42,-7.35,81.09,77,40,10.33,CI,1603113676
500,San Policarpo,12.18,125.51,78.06,91,100,6.38,PH,1603113735
501,Ridgecrest,35.62,-117.67,60.01,40,0,3.02,US,1603113602
502,São Fidélis,-21.65,-41.75,76.15,67,100,7.49,BR,1603113736
503,Ubari,26.59,12.78,90.37,19,14,10.98,LY,1603113736
504,La Sarre,48.8,-79.2,31.55,95,100,5.7,CA,1603113736
505,Manta,-0.95,-80.73,74.43,75,100,8.77,EC,1603113736
506,Alexandria,31.22,29.96,81.36,66,100,17.94,EG,1603113517
507,Ugoofaaru,5.67,73.0,82.31,77,100,13.53,MV,1603113598
508,Cortez,37.35,-108.59,43.0,39,0,4.76,US,1603113737
509,Darnah,32.77,22.64,77.67,54,82,10.69,LY,1603113737
510,Murgab,37.5,61.97,68.92,20,0,8.66,TM,1603113738
511,Hancheng,32.52,112.35,61.88,52,0,5.14,CN,1603113738
512,Teknāf,20.86,92.31,82.26,81,100,5.86,BD,1603113738
513,Buta,2.79,24.73,87.89,55,100,2.48,CD,1603113738
514,Zapopan,20.72,-103.4,63.0,94,90,1.77,MX,1603113590
515,Drovyanaya,51.58,113.03,35.4,85,100,1.43,RU,1603113739
516,Bandarbeyla,9.49,50.81,83.28,62,0,9.26,SO,1603113739
517,Liverpool,53.41,-2.98,55.0,71,100,7.0,GB,1603113703
518,Laguna,38.42,-121.42,59.0,76,0,1.88,US,1603113690
519,Port Hawkesbury,45.62,-61.35,48.99,97,100,3.91,CA,1603113680
520,Udachny,66.42,112.4,15.71,95,100,9.71,RU,1603113740
521,Jacobina,-11.18,-40.52,83.05,51,65,9.84,BR,1603113583
522,Sohag,26.56,31.69,102.24,9,0,6.91,EG,1603113740
523,Opuwo,-18.06,13.84,100.83,8,0,10.13,NA,1603113740
524,Zhuanghe,39.7,122.99,55.99,82,0,6.06,CN,1603113741
525,São Miguel,-5.47,-35.37,83.61,60,99,18.12,BR,1603113741
526,Cocobeach,1.0,9.58,80.51,81,100,12.12,GA,1603113741
527,Korla,41.76,86.15,53.28,37,0,2.13,CN,1603113609
528,Haines Junction,60.75,-137.51,23.18,81,100,1.88,CA,1603113742
529,Yazd,31.9,54.37,73.35,14,0,6.93,IR,1603113742
530,Rundu,-17.93,19.77,102.09,7,0,9.69,NA,1603113742
531,Jalu,29.03,21.55,94.86,17,100,10.85,LY,1603113655
532,Millinocket,45.66,-68.71,37.0,99,0,5.19,US,1603113462
533,Burnie,-41.07,145.92,50.0,75,63,10.0,AU,1603113743
534,Hobyo,5.35,48.53,82.35,74,4,18.54,SO,1603113743
535,Zhangzhou,24.51,117.66,70.99,70,61,4.76,CN,1603113744
536,Saint-François,46.42,3.91,57.99,62,100,3.0,FR,1603113661
537,Nioro,13.35,-15.75,95.99,36,0,8.88,GM,1603113744
538,Namatanai,-3.67,152.43,80.69,74,5,3.22,PG,1603113744
539,Ixtapa,20.7,-105.2,79.0,87,79,1.97,MX,1603113594
540,Senador José Porfírio,-2.59,-51.95,85.8,59,4,4.27,BR,1603113745
541,Kargasok,59.06,80.86,32.13,98,100,15.26,RU,1603113746
542,Redlands,34.06,-117.18,59.0,55,0,1.32,US,1603113746
543,Novo Aripuanã,-5.12,-60.38,86.63,63,96,3.09,BR,1603113746
544,Anamur,36.08,32.84,81.37,47,55,11.36,TR,1603113641
545,Athabasca,54.72,-113.29,15.39,87,0,6.13,CA,1603113747
546,Mendeleyevo,56.03,37.22,45.0,34,100,10.6,RU,1603113747
547,Klaksvík,62.23,-6.59,45.54,73,99,29.46,FO,1603113747
548,Narsaq,60.92,-46.05,40.3,80,15,2.57,GL,1603113658
549,Tortolì,39.93,9.66,65.41,60,100,5.86,IT,1603113748
550,Pacific Grove,36.62,-121.92,54.0,98,0,0.67,US,1603113748
551,Luleå,65.58,22.15,34.36,88,100,15.88,SE,1603113748
552,Aktobe,50.28,57.21,62.53,28,0,9.26,KZ,1603113748
553,Al Bardīyah,31.76,25.09,76.89,64,100,5.48,LY,1603113749
554,Manyana,-23.4,21.72,98.74,9,0,6.44,BW,1603113749
555,Pisco,-13.7,-76.22,62.01,90,0,3.0,PE,1603113611
556,Tessalit,20.2,1.01,96.75,10,0,4.45,ML,1603113540
557,Mehamn,71.04,27.85,38.89,78,100,12.15,NO,1603113642
558,Yeppoon,-23.13,150.73,68.54,82,0,5.03,AU,1603113750
559,‘Āhuimanu,21.44,-157.84,80.01,79,18,5.48,US,1603113750
560,Nurota,40.56,65.69,64.71,24,0,9.71,UZ,1603113750
561,Kloulklubed,7.04,134.26,84.2,76,100,10.49,PW,1603113751
562,Mahon,39.89,4.27,67.95,55,0,12.75,ES,1603113751
563,Manjacaze,-24.71,33.88,92.84,30,0,9.17,MZ,1603113752
564,Jijiga,9.35,42.8,80.26,18,0,14.05,ET,1603113752
565,Betsiamites,48.94,-68.65,43.05,77,100,10.78,CA,1603113752
566,Millbrook,32.48,-86.36,64.0,93,8,3.0,US,1603113753
567,Umluj,25.02,37.27,91.44,36,0,8.5,SA,1603113753
568,Kisangani,0.52,25.2,89.55,54,85,1.01,CD,1603113753
569,Tirumullaivāsal,11.23,79.83,82.87,76,51,1.77,IN,1603113548
570,Russell,32.35,-85.2,64.0,87,5,1.99,US,1603113754
571,Chūru,28.3,74.95,84.9,13,0,8.95,IN,1603113754
572,Aklavik,68.22,-135.01,11.89,84,70,6.93,CA,1603113754
573,Jega,12.22,4.38,98.53,26,0,1.48,NG,1603113754
574,Manga,11.66,-1.07,97.68,29,0,4.94,BF,1603113755
575,Upington,-28.45,21.26,97.88,9,14,16.71,ZA,1603113755
576,Prymors'k,46.73,36.34,56.86,57,100,16.28,UA,1603113755
577,Launceston,-41.45,147.17,48.99,88,64,2.77,AU,1603113755
578,Zapolyarnyy,69.42,30.81,32.79,94,92,7.49,RU,1603113756
579,Nouadhibou,20.93,-17.03,81.25,52,0,8.52,MR,1603113756
580,Hervey Bay,-25.3,152.85,70.0,90,51,2.35,AU,1603113756
581,Sheltozero,61.37,35.37,39.36,77,25,13.0,RU,1603113756
582,Portland,45.52,-122.68,55.0,91,85,2.51,US,1603113667
